,metros_cubiertos,dormitorios,antiguedad,ambientes,precio
444,50.0,1.0,30.0,2.0,75000.0
445,60.0,2.0,5.0,3.0,148000.0
446,43.0,1.0,12.0,2.0,77000.0
447,35.0,1.0,40.0,2.0,57000.0
448,38.0,1.0,0.0,2.0,89000.0
449,75.0,3.0,50.0,4.0,125000.0
450,250.0,4.0,0.0,5.0,390000.0
451,50.0,1.0,10.0,0.0,45500.0
452,81.0,3.0,0.0,4.0,35000.0
453,110.0,2.0,0.0,3.0,119000.0
454,52.0,2.0,50.0,3.0,129000.0
455,300.0,5.0,0.0,6.0,490000.0
456,185.0,4.0,0.0,6.0,105000.0
457,48.0,2.0,40.0,3.0,60000.0
458,68.0,3.0,60.0,4.0,159900.0
459,100.0,3.0,0.0,4.0,177000.0
460,62.0,2.0,1.0,3.0,118000.0
461,122.0,3.0,18.0,4.0,410000.0
462,167.0,3.0,0.0,4.0,440000.0
463,100.0,3.0,0.0,4.0,69900.0
464,74.0,3.0,0.0,4.0,209000.0
465,65.0,2.0,0.0,3.0,226000.0
466,94.0,3.0,0.0,4.0,209000.0
467,50.0,1.0,30.0,2.0,89000.0
468,60.0,2.0,0.0,3.0,104000.0
469,47.0,1.0,0.0,2.0,172500.0
470,45.0,0.0,0.0,1.0,95000.0
471,0.0,3.0,45.0,4.0,134000.0
472,150.0,3.0,0.0,4.0,188000.0
473,173.0,4.0,0.0,5.0,200000.0
474,145.0,3.0,0.0,4.0,220000.0
475,0.0,3.0,30.0,4.0,300000.0
476,125.0,3.0,50.0,4.0,350000.0
477,34.0,0.0,50.0,1.0,59000.0
478,44.0,1.0,1.0,2.0,100000.0
479,150.0,3.0,0.0,4.0,95000.0
480,39.0,1.0,2011.0,2.0,91000.0
481,62.0,2.0,50.0,0.0,130000.0
482,44.0,1.0,0.0,0.0,82000.0
483,65.0,2.0,29.0,3.0,175000.0
484,82.0,3.0,36.0,4.0,195000.0
485,115.0,3.0,0.0,4.0,145000.0
486,300.0,4.0,0.0,5.0,290000.0
487,17.0,1.0,7.0,0.0,59000.0
488,232.0,0.0,0.0,0.0,490000.0
489,91.0,4.0,90.0,5.0,230000.0
490,53.0,2.0,45.0,3.0,168000.0
491,58.0,1.0,0.0,2.0,195000.0
492,95.0,2.0,5.0,3.0,399000.0
493,260.0,3.0,0.0,5.0,705000.0
494,231.0,3.0,13.0,4.0,1300000.0
495,31.0,0.0,0.0,1.0,74000.0
496,40.0,0.0,0.0,1.0,48500.0
497,59.0,1.0,0.0,2.0,100000.0
498,50.0,1.0,0.0,2.0,89000.0
499,45.0,1.0,0.0,2.0,95900.0
500,180.0,2.0,0.0,3.0,95000.0
501,155.0,3.0,17.0,4.0,360000.0
502,35.0,0.0,0.0,1.0,105400.0
503,67.0,2.0,60.0,3.0,138000.0
504,34.0,0.0,0.0,1.0,103300.0
505,135.0,3.0,0.0,5.0,259999.0
506,56.0,2.0,40.0,3.0,139000.0
507,43.0,1.0,0.0,2.0,145000.0
508,28.0,0.0,0.0,1.0,69700.0
509,48.0,1.0,0.0,2.0,52000.0
510,45.0,2.0,40.0,3.0,105000.0
511,94.0,2.0,0.0,3.0,220000.0
512,57.0,1.0,0.0,2.0,215000.0
513,107.0,2.0,0.0,3.0,220000.0
514,31.0,1.0,4.0,2.0,55000.0
515,68.0,3.0,42.0,0.0,145000.0
516,67.0,3.0,60.0,4.0,124000.0
517,63.0,2.0,12.0,3.0,230000.0
518,49.0,1.0,10.0,2.0,95000.0
519,40.0,1.0,0.0,2.0,68000.0
520,35.0,0.0,0.0,1.0,66000.0
521,364.0,4.0,0.0,5.0,520000.0
522,55.0,1.0,0.0,2.0,118000.0
523,79.0,2.0,0.0,3.0,225000.0
524,79.0,2.0,4.0,3.0,250000.0
525,45.0,1.0,12.0,2.0,0.0
526,101.0,4.0,43.0,5.0,239000.0
527,47.0,1.0,0.0,1.0,79000.0
528,94.0,3.0,10.0,4.0,165000.0
529,109.0,3.0,0.0,4.0,330000.0
530,78.0,2.0,0.0,3.0,200000.0
531,91.0,2.0,68.0,3.0,198000.0
532,73.0,2.0,30.0,3.0,210000.0
533,210.0,3.0,27.0,0.0,560000.0
534,49.0,2.0,20.0,3.0,140000.0
535,33.0,0.0,0.0,1.0,83000.0
536,84.0,3.0,15.0,4.0,254900.0
537,62.0,2.0,0.0,3.0,185000.0
538,0.0,3.0,28.0,4.0,360000.0
539,110.0,2.0,58.0,4.0,105000.0
540,49.0,1.0,0.0,2.0,135000.0
541,132.0,3.0,45.0,4.0,420000.0
542,67.0,2.0,20.0,3.0,164000.0
543,28.0,0.0,0.0,1.0,49666.0
544,32.0,0.0,0.0,1.0,80784.0
545,52.0,1.0,0.0,2.0,193000.0
546,37.0,0.0,15.0,1.0,89000.0
547,120.0,2.0,0.0,5.0,90000.0
548,28.0,1.0,50.0,2.0,49000.0
549,64.0,2.0,5.0,3.0,270000.0
550,50.0,1.0,67.0,2.0,74900.0
551,48.0,1.0,15.0,2.0,112000.0
552,27.0,0.0,0.0,1.0,54500.0
553,84.0,0.0,0.0,0.0,130000.0
554,77.0,2.0,20.0,3.0,195000.0
555,32.0,1.0,50.0,2.0,83000.0
556,63.0,2.0,1.0,3.0,120000.0
557,37.0,0.0,5.0,1.0,64000.0
558,68.0,1.0,0.0,2.0,130000.0
559,51.0,2.0,35.0,3.0,129000.0
560,30.0,1.0,7.0,2.0,55000.0
561,60.0,2.0,0.0,3.0,110000.0
562,86.0,2.0,0.0,4.0,139000.0
563,133.0,6.0,0.0,7.0,200000.0
564,35.0,0.0,0.0,1.0,160000.0
565,43.0,2.0,40.0,3.0,79900.0
566,130.0,2.0,0.0,3.0,198000.0
567,86.0,3.0,0.0,4.0,188000.0
568,35.0,0.0,0.0,1.0,82000.0
569,380.0,4.0,0.0,5.0,650000.0
570,270.0,3.0,0.0,6.0,430000.0
571,97.0,2.0,0.0,3.0,180000.0
572,251.0,4.0,0.0,6.0,540000.0
573,63.0,2.0,1.0,3.0,175000.0
574,60.0,2.0,0.0,3.0,135000.0
575,84.0,2.0,38.0,3.0,154000.0
576,38.0,1.0,0.0,2.0,97000.0
577,50.0,1.0,45.0,2.0,128000.0
578,140.0,3.0,0.0,5.0,210000.0
579,146.0,4.0,0.0,5.0,230000.0
580,0.0,0.0,0.0,0.0,147000.0
581,256.0,4.0,0.0,5.0,359000.0
582,43.0,1.0,0.0,2.0,108000.0
583,77.0,3.0,55.0,4.0,225000.0
584,48.0,1.0,0.0,2.0,195000.0
585,51.0,2.0,23.0,3.0,87000.0
586,245.0,4.0,0.0,5.0,320000.0
587,192.0,3.0,0.0,4.0,235000.0
588,64.0,1.0,12.0,2.0,225000.0
589,195.0,4.0,0.0,5.0,320000.0
590,61.0,2.0,58.0,3.0,91000.0
591,48.0,2.0,60.0,3.0,80000.0
592,100.0,2.0,0.0,3.0,170000.0
593,74.0,2.0,50.0,3.0,160000.0
594,40.0,1.0,40.0,2.0,92000.0
595,31.0,0.0,0.0,0.0,95000.0
596,34.0,1.0,0.0,2.0,110000.0
597,96.0,4.0,0.0,5.0,155000.0
598,175.0,4.0,0.0,5.0,259900.0
599,30.0,1.0,30.0,2.0,59000.0
600,223.0,4.0,0.0,5.0,350000.0
601,308.0,4.0,0.0,5.0,420000.0
602,116.0,3.0,0.0,4.0,230000.0
603,139.0,4.0,0.0,5.0,390000.0
604,60.0,2.0,0.0,3.0,210000.0
605,105.0,2.0,0.0,3.0,215000.0
606,100.0,1.0,0.0,2.0,198000.0
607,221.0,4.0,0.0,5.0,500000.0
608,136.0,2.0,0.0,3.0,188500.0
609,195.0,4.0,0.0,5.0,395000.0
610,94.0,2.0,0.0,3.0,119000.0
611,48.0,1.0,0.0,2.0,235000.0
612,146.0,3.0,0.0,4.0,329000.0
613,38.0,1.0,60.0,2.0,60000.0
614,68.0,2.0,0.0,3.0,180000.0
615,49.0,2.0,50.0,3.0,80000.0
616,145.0,2.0,9.0,4.0,550000.0
617,0.0,0.0,0.0,0.0,76410.0
618,66.0,2.0,0.0,3.0,210000.0
619,136.0,2.0,0.0,3.0,690000.0
620,175.0,4.0,0.0,5.0,369000.0
621,60.0,1.0,8.0,3.0,0.0
622,44.0,1.0,10.0,2.0,87000.0
623,209.0,3.0,0.0,4.0,258000.0
624,95.0,3.0,0.0,4.0,98000.0
625,48.0,2.0,1.0,3.0,115000.0
626,75.0,2.0,40.0,3.0,87000.0
627,90.0,2.0,25.0,4.0,140000.0
628,87.0,2.0,50.0,3.0,80000.0
629,35.0,1.0,45.0,2.0,69000.0
630,76.0,2.0,0.0,3.0,163000.0
631,130.0,2.0,0.0,3.0,185000.0
632,45.0,1.0,4.0,2.0,95000.0
633,35.0,0.0,0.0,1.0,81701.0
634,73.0,2.0,40.0,3.0,142500.0
635,40.0,1.0,40.0,2.0,85000.0
636,207.0,3.0,10.0,4.0,1500000.0
637,44.0,1.0,30.0,2.0,62000.0
638,110.0,2.0,64.0,3.0,495000.0
639,160.0,4.0,0.0,5.0,220000.0
640,42.0,1.0,0.0,2.0,82000.0
641,0.0,3.0,0.0,5.0,150000.0
642,200.0,4.0,0.0,6.0,245000.0
643,170.0,3.0,0.0,4.0,240000.0
644,52.0,2.0,27.0,3.0,49900.0
645,77.0,2.0,70.0,3.0,135000.0
646,61.0,2.0,8.0,3.0,115000.0
647,86.0,3.0,23.0,4.0,205000.0
648,140.0,3.0,0.0,8.0,135000.0
649,42.0,1.0,35.0,2.0,84000.0
650,46.0,2.0,50.0,3.0,65000.0
651,100.0,2.0,0.0,3.0,170000.0
652,45.0,1.0,0.0,2.0,80000.0
653,65.0,2.0,60.0,3.0,115000.0
654,58.0,2.0,7.0,3.0,140000.0
655,0.0,3.0,0.0,4.0,98333.0
656,243.0,5.0,0.0,6.0,200000.0
657,0.0,2.0,40.0,3.0,250000.0
658,49.0,1.0,50.0,2.0,89000.0
659,43.0,1.0,45.0,2.0,118000.0
660,57.0,1.0,0.0,2.0,259000.0
661,113.0,3.0,33.0,4.0,239000.0
662,108.0,3.0,0.0,5.0,330000.0
663,44.0,1.0,0.0,2.0,102000.0
664,42.0,1.0,0.0,2.0,119000.0
665,78.0,2.0,45.0,3.0,165000.0
666,66.0,2.0,40.0,3.0,119000.0
667,36.0,1.0,20.0,2.0,95000.0
668,260.0,3.0,3.0,4.0,790000.0
669,106.0,3.0,35.0,4.0,198000.0
670,93.0,3.0,20.0,4.0,265000.0
671,31.0,1.0,20.0,2.0,108000.0
672,89.0,3.0,40.0,4.0,320000.0
673,105.0,4.0,0.0,5.0,165000.0
674,84.0,2.0,0.0,3.0,105000.0
675,56.0,1.0,1.0,2.0,159900.0
676,600.0,5.0,0.0,6.0,890000.0
677,150.0,3.0,32.0,5.0,200000.0
678,207.0,4.0,0.0,5.0,330000.0
679,110.0,3.0,0.0,4.0,235000.0
680,66.0,2.0,0.0,3.0,176000.0
681,40.0,1.0,40.0,2.0,64000.0
682,0.0,2.0,0.0,0.0,201111.0
683,47.0,1.0,15.0,2.0,114000.0
684,90.0,3.0,53.0,4.0,219000.0
685,63.0,2.0,0.0,3.0,80000.0
686,67.0,3.0,36.0,3.0,140000.0
687,50.0,1.0,45.0,2.0,125000.0
688,60.0,2.0,54.0,3.0,129900.0
689,107.0,3.0,80.0,4.0,170000.0
690,171.0,3.0,0.0,4.0,458000.0
691,57.0,2.0,0.0,3.0,125000.0
692,49.0,1.0,70.0,2.0,85000.0
693,50.0,1.0,0.0,2.0,139000.0
694,66.0,2.0,0.0,3.0,242000.0
695,80.0,3.0,60.0,4.0,115000.0
696,190.0,4.0,0.0,5.0,263000.0
697,37.0,1.0,0.0,2.0,86000.0
698,44.0,1.0,27.0,2.0,105000.0
699,40.0,1.0,50.0,2.0,69000.0
700,0.0,1.0,0.0,0.0,156800.0
701,45.0,1.0,70.0,2.0,98500.0
702,138.0,3.0,0.0,4.0,195000.0
703,300.0,4.0,0.0,5.0,620000.0
704,90.0,2.0,0.0,9.0,60000.0
705,110.0,2.0,0.0,4.0,100000.0
706,180.0,3.0,0.0,6.0,180000.0
707,45.0,1.0,2.0,2.0,63000.0
708,254.0,3.0,0.0,4.0,398000.0
709,70.0,2.0,1.0,3.0,130000.0
710,53.0,2.0,12.0,3.0,128000.0
711,42.0,1.0,16.0,2.0,98000.0
712,54.0,1.0,0.0,2.0,0.0
713,50.0,1.0,0.0,2.0,99000.0
714,77.0,2.0,0.0,3.0,160000.0
715,58.0,2.0,60.0,3.0,74000.0
716,54.0,2.0,35.0,3.0,79000.0
717,66.0,3.0,45.0,4.0,120000.0
718,115.0,3.0,0.0,4.0,280000.0
719,49.0,1.0,0.0,2.0,82000.0
720,60.0,2.0,9.0,3.0,155000.0
721,60.0,2.0,60.0,3.0,90000.0
722,40.0,1.0,0.0,2.0,78000.0
723,54.0,2.0,49.0,3.0,135000.0
724,151.0,5.0,0.0,6.0,230000.0
725,215.0,4.0,0.0,5.0,310000.0
726,67.0,2.0,0.0,3.0,230000.0
727,48.0,1.0,0.0,2.0,133400.0
728,32.0,1.0,0.0,2.0,65000.0
729,78.0,2.0,40.0,3.0,179000.0
730,58.0,2.0,45.0,3.0,114900.0
731,40.0,1.0,0.0,2.0,86400.0
732,37.0,0.0,8.0,1.0,82000.0
733,127.0,3.0,0.0,4.0,160000.0
734,74.0,2.0,0.0,3.0,179900.0
735,73.0,2.0,0.0,3.0,280000.0
736,201.0,4.0,60.0,7.0,400000.0
737,94.0,2.0,10.0,3.0,190000.0
738,121.0,3.0,40.0,4.0,235000.0
739,37.0,1.0,29.0,2.0,64900.0
740,58.0,2.0,0.0,3.0,95000.0
741,37.0,0.0,56.0,1.0,56500.0
742,39.0,1.0,0.0,2.0,75000.0
743,36.0,0.0,0.0,1.0,55000.0
744,46.0,2.0,1988.0,3.0,118000.0
745,78.0,2.0,43.0,3.0,160000.0
746,49.0,1.0,27.0,2.0,59900.0
747,38.0,1.0,9.0,2.0,95000.0
748,62.0,2.0,55.0,3.0,60000.0
749,112.0,3.0,50.0,4.0,250000.0
750,187.0,4.0,0.0,5.0,830000.0
751,67.0,2.0,0.0,3.0,217000.0
752,200.0,2.0,0.0,3.0,240000.0
753,55.0,2.0,20.0,3.0,105000.0
754,160.0,0.0,0.0,0.0,98000.0
755,70.0,3.0,30.0,4.0,145000.0
756,67.0,2.0,0.0,3.0,162000.0
757,70.0,2.0,43.0,3.0,140000.0
758,47.0,1.0,50.0,2.0,85000.0
759,224.0,4.0,0.0,5.0,259000.0
760,205.0,3.0,0.0,5.0,319000.0
761,84.0,2.0,0.0,3.0,135000.0
762,42.0,1.0,0.0,2.0,86000.0
763,65.0,2.0,0.0,0.0,134000.0
764,49.0,1.0,6.0,2.0,114000.0
765,39.0,1.0,3.0,2.0,110000.0
766,57.0,2.0,0.0,3.0,130000.0
767,38.0,1.0,0.0,2.0,78000.0
768,67.0,2.0,40.0,3.0,125000.0
769,32.0,0.0,0.0,0.0,69000.0
770,56.0,2.0,20.0,3.0,135000.0
771,37.0,1.0,0.0,2.0,80000.0
772,31.0,0.0,0.0,1.0,69000.0
773,44.0,1.0,0.0,2.0,118000.0
774,41.0,1.0,2.0,2.0,85000.0
775,58.0,2.0,0.0,3.0,120000.0
776,80.0,3.0,6.0,4.0,170500.0
777,61.0,2.0,37.0,3.0,154000.0
778,35.0,0.0,0.0,0.0,78000.0
779,65.0,2.0,0.0,3.0,125000.0
780,128.0,3.0,0.0,4.0,168000.0
781,70.0,2.0,0.0,0.0,155000.0
782,53.0,1.0,0.0,2.0,107000.0
783,57.0,2.0,31.0,3.0,90000.0
784,173.0,3.0,0.0,4.0,382000.0
785,10.0,0.0,0.0,1.0,68000.0
786,0.0,2.0,8.0,3.0,160000.0
787,140.0,3.0,0.0,4.0,385000.0
788,24.0,0.0,40.0,1.0,39900.0
789,271.0,5.0,0.0,6.0,500000.0
790,308.0,4.0,0.0,6.0,700000.0
791,240.0,4.0,0.0,5.0,465000.0
792,235.0,3.0,0.0,4.0,250000.0
793,100.0,3.0,50.0,4.0,236900.0
794,157.0,3.0,35.0,5.0,375000.0
795,45.0,1.0,0.0,2.0,55000.0
796,65.0,1.0,0.0,2.0,97000.0
797,42.0,1.0,0.0,2.0,82000.0
798,71.0,2.0,0.0,3.0,220000.0
799,236.0,3.0,0.0,5.0,510000.0
800,230.0,4.0,0.0,6.0,400000.0
801,0.0,4.0,0.0,6.0,1500000.0
802,330.0,4.0,0.0,5.0,430000.0
803,150.0,3.0,0.0,4.0,310000.0
804,59.0,2.0,7.0,3.0,166000.0
805,66.0,2.0,20.0,3.0,159000.0
806,66.0,2.0,0.0,3.0,148000.0
807,35.0,1.0,45.0,2.0,72000.0
808,45.0,1.0,10.0,2.0,129000.0
809,41.0,1.0,0.0,2.0,113000.0
810,280.0,4.0,0.0,5.0,360000.0
811,75.0,3.0,1.0,4.0,180000.0
812,62.0,2.0,45.0,3.0,149000.0
813,81.0,2.0,0.0,4.0,248000.0
814,68.0,2.0,0.0,3.0,219400.0
815,625.0,4.0,0.0,5.0,850000.0
816,60.0,2.0,30.0,3.0,108000.0
817,63.0,2.0,0.0,3.0,235000.0
818,38.0,0.0,0.0,1.0,140000.0
819,50.0,2.0,30.0,3.0,106500.0
820,145.0,3.0,0.0,0.0,305000.0
821,164.0,4.0,0.0,6.0,360000.0
822,39.0,0.0,0.0,1.0,125000.0
823,55.0,2.0,8.0,3.0,155000.0
824,140.0,2.0,0.0,3.0,335000.0
825,55.0,2.0,30.0,3.0,69000.0
826,0.0,0.0,0.0,1.0,36900.0
827,6.0,0.0,0.0,0.0,51000.0
828,162.0,3.0,1.0,4.0,0.0
829,54.0,2.0,45.0,3.0,74500.0
830,61.0,2.0,10.0,3.0,158000.0
831,170.0,2.0,0.0,4.0,215000.0
832,73.0,2.0,55.0,3.0,119900.0
833,150.0,3.0,0.0,4.0,108000.0
834,59.0,2.0,60.0,3.0,105000.0
835,47.0,1.0,3.0,2.0,139000.0
836,70.0,2.0,10.0,3.0,244900.0
837,443.0,6.0,0.0,7.0,540000.0
838,165.0,3.0,0.0,3.0,229000.0
839,50.0,1.0,38.0,2.0,45900.0
840,53.0,2.0,37.0,3.0,60900.0
841,185.0,3.0,0.0,4.0,370000.0
842,281.0,6.0,0.0,7.0,440000.0
843,419.0,4.0,0.0,5.0,590000.0
844,58.0,2.0,0.0,3.0,189000.0
845,35.0,1.0,0.0,0.0,71000.0
846,37.0,1.0,50.0,2.0,88000.0
847,33.0,0.0,0.0,1.0,139000.0
848,64.0,3.0,60.0,3.0,128000.0
849,111.0,3.0,46.0,4.0,269000.0
850,59.0,2.0,0.0,3.0,134000.0
851,119.0,3.0,0.0,4.0,239000.0
852,200.0,3.0,0.0,4.0,390000.0
853,200.0,4.0,0.0,5.0,365000.0
854,149.0,5.0,0.0,6.0,265000.0
855,120.0,3.0,0.0,4.0,230000.0
856,77.0,2.0,0.0,3.0,205000.0
857,178.0,3.0,0.0,4.0,395000.0
858,54.0,2.0,30.0,3.0,100000.0
859,73.0,2.0,20.0,3.0,185000.0
860,143.0,3.0,54.0,5.0,356930.0
861,48.0,1.0,0.0,2.0,105000.0
862,48.0,1.0,0.0,2.0,125000.0
863,69.0,2.0,0.0,3.0,180000.0
864,104.0,3.0,0.0,4.0,250000.0
865,87.0,2.0,7.0,3.0,268000.0
866,470.0,4.0,0.0,6.0,780000.0
867,73.0,1.0,8.0,2.0,210000.0
868,0.0,1.0,40.0,2.0,78000.0
869,110.0,2.0,0.0,3.0,45000.0
870,294.0,4.0,0.0,5.0,870000.0
871,158.0,3.0,0.0,5.0,145000.0
872,267.0,3.0,0.0,8.0,360000.0
873,45.0,1.0,45.0,2.0,100000.0
874,74.0,2.0,0.0,3.0,174000.0
875,53.0,2.0,60.0,3.0,105000.0
876,52.0,1.0,0.0,2.0,110000.0
877,78.0,3.0,0.0,4.0,199000.0
878,320.0,5.0,0.0,7.0,617000.0
879,75.0,2.0,0.0,3.0,259000.0
880,69.0,2.0,0.0,3.0,125000.0
881,75.0,2.0,0.0,3.0,260000.0
882,75.0,3.0,0.0,4.0,187000.0
883,26.0,0.0,50.0,1.0,47000.0
884,0.0,1.0,0.0,2.0,0.0
885,41.0,1.0,0.0,2.0,120000.0
886,43.0,1.0,9.0,2.0,107000.0
887,16.0,0.0,10.0,1.0,75000.0
888,37.0,0.0,8.0,1.0,82000.0
